ID,Year,Course Letter,Course Number,Course Code,Course Title,Points,Responses,Enrolled,Low Sample,Q1: Well-organised,Q1 Rank,Q2: Clear communication,Q2 Rank,Q3: Assessment helped,Q3 Rank,Q4: Helpful feedback,Q4 Rank,Q5: Workload (3=ideal),Q5 Rank,Q6: Understanding,Q6 Rank,Q7: Interest,Q7 Rank,Q8: Valuable,Q8 Rank,Q9: Overall quality,Q9 Rank
2012,2020,MUSC,248,MUSC248,Popular Music Perspectives,20,17,50,False,1.8,top10,1.5,top10,2.1,top10,2.3,top10,2.9,top10,2,top10,1.9,top10,1.7,top10,2.1,top10
2013,2020,MUSC,267,MUSC267,Methods of Music Analysis,20,10,20,False,1.1,top10,1.3,top10,1.2,top10,1.1,top10,3,top10,1.3,top10,1.9,top10,1.5,top10,1.5,top10
2014,2020,MUSC,329,MUSC329,Studies in Jazz,20,4,13,True,1,top10,1,top10,1,top10,1,top10,2.8,top10,1,top10,1.2,top10,1,top10,1,top10
2015,2020,MUSC,331,MUSC331,Topics in Instrumental Music,20,6,19,True,1.3,top10,1.3,top10,1.3,top10,1.3,top10,2.8,top10,1.3,top10,1.5,top10,1.5,top10,1.5,top10
2016,2020,MUSC,347,MUSC347,"Topic in New Zealand Music: Western Art Music in New Zealand, 1841–1947",20,8,27,True,1.1,top10,1.1,top10,1.2,top10,1.2,top10,2.9,top10,1.2,top10,1.5,top10,1.7,top10,1.3,top10
2017,2020,MUSC,349,MUSC349,Approaches to Popular Music,20,9,20,True,1.9,top10,1.6,top10,1.4,top10,1.6,top10,2.9,top10,1.3,top10,1.3,top10,1.3,top10,1.3,top10
2018,2020,MUSC,351,MUSC351,Studies in Music and Dance of Oceania,20,4,19,True,1,top10,1,top10,1.2,top10,1.2,top10,3,top10,1,top10,1.2,top10,1.2,top10,1.2,top10
2019,2020,NWEN,241,NWEN241,Systems Programming,15,57,296,True,1.6,top10,1.6,top10,1.8,top10,2.5,top10,2.9,top10,2,top10,2.7,top10,1.9,top10,2.1,top10
2020,2020,NWEN,243,NWEN243,Clouds and Networking,15,63,269,False,4,top10,3.2,top10,3.2,top10,4.1,top10,3,top10,3.1,top10,3.9,top10,3,top10,4,top10
2021,2020,NWEN,301,NWEN301,Operating Systems Design,15,8,33,True,1.9,top10,1.9,top10,1.8,top10,2.9,top10,2.8,top10,1.5,top10,2.2,top10,1.7,top10,1.9,top10
2022,2020,NWEN,302,NWEN302,Computer Network Design,15,5,28,True,2,top10,1.9,top10,2,top10,1.5,top10,2.5,top10,1.5,top10,2.5,top10,1.2,top10,1.5,top10
2023,2020,NWEN,303,NWEN303,Concurrent Programming,15,11,48,False,1.6,top10,1.6,top10,1.4,top10,2.1,top10,3,top10,1.3,top10,1.8,top10,1.4,top10,1.4,top10
2024,2020,PASI,101,PASI101,The Pacific Heritage,20,43,106,False,1.2,top10,1.2,top10,1.2,top10,1.3,top10,2.6,top10,1.1,top10,1.2,top10,1.1,top10,1.2,top10
2025,2020,PASI,201,PASI201,Comparative History in Polynesia,20,13,56,False,1,top10,1,top10,1.1,top10,1,top10,2.9,top10,1.2,top10,1.3,top10,1.1,top10,1.2,top10
2026,2020,PASI,202,PASI202,Globalisation and Popular Culture in the Pacific,20,11,31,False,1.2,top10,1.3,top10,1.1,top10,1.2,top10,2.8,top10,1.1,top10,1.2,top10,1.1,top10,1.2,top10
2027,2020,PASI,301,PASI301,Framing the Pacific: Theorising Culture and Society,20,6,21,True,1,top10,1,top10,1,top10,1,top10,2.9,top10,1,top10,1,top10,1,top10,1,top10
2028,2020,PERF,365,PERF365,Advanced Project in Performance 3A,20,1,3,True,2,top10,2,top10,2,top10,2,top10,5,top10,2,top10,2,top10,1,top10,2,top10
2029,2020,PHIL,105,PHIL105,The Big Questions,20,55,328,True,1.3,top10,1.5,top10,1.6,top10,1.8,top10,3,top10,1.5,top10,1.4,top10,1.6,top10,1.6,top10
2030,2020,PHIL,107,PHIL107,Philosophy of Art,20,7,81,True,1.2,top10,1.2,top10,1.7,top10,1.9,top10,3.2,top10,1.6,top10,1.7,top10,1.8,top10,2,top10
2031,2020,PHIL,201,PHIL201,Knowledge and Reality / Te Māramatanga,20,10,56,True,2.3,top10,2.5,top10,2.3,top10,3.5,top10,2.8,top10,2.2,top10,2.8,top10,2,top10,3,top10
2032,2020,PHIL,265,PHIL265,Mind and Cognition / Te Hiringa i te Mahara,20,26,78,False,1.1,top10,1.3,top10,1.3,top10,2.5,top10,3,top10,1.3,top10,1.4,top10,1.3,top10,1.4,top10
2033,2020,PHIL,269,PHIL269,Data Ethics / Te Matatika i Te Raraunga,20,11,34,False,1.3,top10,1.6,top10,1.2,top10,2,top10,2.9,top10,1.5,top10,1.2,top10,1.2,top10,1.3,top10
2034,2020,PHIL,302,PHIL302,Ethical Theory / Te Ariā i Te Tikanga Matatika,20,14,60,False,1.3,top10,1.1,top10,1.3,top10,1.2,top10,3,top10,1.4,top10,1.4,top10,1.4,top10,1.7,top10
2035,2020,PHIL,313,PHIL313,"Philosophy, Beauty, and Art",20,10,43,False,1.3,top10,1.8,top10,1.5,top10,1.8,top10,3,top10,1.2,top10,1.5,top10,1.3,top10,1.3,top10
2036,2020,PHIL,331,PHIL331,Language and the World / Te Reo me te Ao,20,8,37,True,1.2,top10,1.3,top10,1.1,top10,1.5,top10,3,top10,1.7,top10,1.5,top10,1.5,top10,1.2,top10
2037,2020,PHYS,131,PHYS131,Energy and Environmental Physics,15,21,48,False,1.9,top10,2,top10,1.5,top10,2,top10,2.8,top10,1.6,top10,1.8,top10,1.5,top10,2,top10
2038,2020,PHYS,222,PHYS222,Electrons and Photons,15,9,27,True,3.1,top10,3.3,top10,2,top10,2.4,top10,2.8,top10,2.2,top10,2.9,top10,2.1,top10,3.1,top10
2039,2020,PHYS,223,PHYS223,Classical Physics,15,14,38,False,1.3,top10,1.5,top10,1.2,top10,1.7,top10,3,top10,1.4,top10,1.5,top10,1.3,top10,1.4,top10
2040,2020,PHYS,304,PHYS304,Electromagnetism and Wave Optics,15,6,22,True,2,top10,1.5,top10,2,top10,2.2,top10,2.3,top10,2.2,top10,3,top10,1.8,top10,2.5,top10
2041,2020,PHYS,305,PHYS305,Thermal and Statistical Physics,15,10,18,False,1.1,top10,1.1,top10,1.2,top10,1.3,top10,2.9,top10,1.5,top10,1.5,top10,1.5,top10,1.5,top10
2042,2020,PHYS,307,PHYS307,Quantum Physics,15,2,12,True,1,top10,1.5,top10,1.5,top10,1.5,top10,2.5,top10,1.5,top10,1.5,top10,1,top10,1.5,top10
2043,2020,POLS,111,POLS111,Introduction to Government and Politics in Aotearoa New Zealand,20,68,293,False,1.3,top10,1.3,top10,1.6,top10,2.4,top10,3,top10,1.7,top10,1.8,top10,1.5,top10,1.7,top10
2044,2020,POLS,114,POLS114,"Introduction to Comparative Politics / He Rohe Motuhake, he Tōrangapū Motuhake",20,49,186,False,1.2,top10,1.2,top10,1.3,top10,1.5,top10,3,top10,1.2,top10,1.6,top10,1.2,top10,1.3,top10
2045,2020,POLS,209,POLS209,"Dictatorships and Revolutions / Ngā Tangata Whakatuanui, ngā Tutūnga Puehu",20,21,97,False,1.3,top10,1.6,top10,1.7,top10,1.8,top10,2.8,top10,1.7,top10,1.7,top10,1.4,top10,1.8,top10
2046,2020,POLS,231,POLS231,Governing Divided Societies / Te Kāwana i ngā Whenua Wāhi Rua,20,14,86,True,2.1,top10,1.5,top10,2,top10,3,top10,3,top10,1.9,top10,2,top10,1.9,top10,2.5,top10
2047,2020,POLS,232,POLS232,Public Opinion and Elections / Te Huatau Marea me ngā Pōti,20,14,89,True,1.6,top10,1.5,top10,1.8,top10,1.4,top10,2.9,top10,1.8,top10,1.7,top10,1.7,top10,1.9,top10
2048,2020,POLS,353,POLS353,Contemporary Challenges and Directions for NZ Politics,20,24,62,False,1.1,top10,1.4,top10,1.3,top10,1.4,top10,3,top10,1.2,top10,1.4,top10,1.2,top10,1.3,top10
2049,2020,POLS,362,POLS362,A Topic in Political Philosophy: Feminist Theory,20,28,63,False,1.1,top10,1.2,top10,1.1,top10,1.2,top10,3,top10,1.1,top10,1.1,top10,1,top10,1.1,top10
2050,2020,POLS,365,POLS365,Special Topic: Governing Divided Societies,20,30,75,False,1.1,top10,1.1,top10,1.2,top10,2,top10,2.9,top10,1.3,top10,1.3,top10,1.6,top10,1.6,top10
2051,2020,POLS,378,POLS378,"Special Topic: Social Movements, People Power, and Populism",20,38,94,False,1.2,top10,1.1,top10,1.3,top10,1.3,top10,2.8,top10,1.2,top10,1.3,top10,1.3,top10,1.2,top10
2052,2020,POLS,384,POLS384,The Comparative Politics of Globalisation / Ngā Kaupapa Torangapū Motuhake me te Whakatōpū Ao,20,14,78,True,1.1,top10,1.2,top10,1.3,top10,1.2,top10,2.9,top10,1.2,top10,1.5,top10,1.3,top10,1.5,top10
2053,2020,PSYC,101,PSYC101,Popular Psychology,15,23,86,False,1.7,top10,1.6,top10,1.7,top10,1.9,top10,2.9,top10,1.6,top10,1.8,top10,1.8,top10,2.1,top10
2054,2020,PSYC,121,PSYC121,Foundations in Psychology 1,15,223,890,False,1.4,top10,1.4,top10,1.6,top10,1.9,top10,2.8,top10,1.6,top10,1.5,top10,1.5,top10,1.8,top10
2055,2020,PSYC,122,PSYC122,Foundations in Psychology 2,15,121,874,True,1.6,top10,1.5,top10,1.8,top10,1.9,top10,2.8,top10,1.8,top10,2.1,top10,1.8,top10,2.1,top10
2056,2020,PSYC,221,PSYC221,Social and Personality Psychology,15,44,361,True,1.3,top10,1.5,top10,2,top10,2.8,top10,2.9,top10,1.7,top10,1.5,top10,1.4,top10,2,top10
2057,2020,PSYC,232,PSYC232,Survey and Naturalistic Research Methods,15,67,462,True,1.2,top10,1.2,top10,1.5,top10,1.6,top10,2.8,top10,1.7,top10,2.3,top10,1.6,top10,1.7,top10
2058,2020,PSYC,324,PSYC324,Child Cognition and Development,15,29,127,False,1.2,top10,1.3,top10,1.7,top10,3,top10,2.9,top10,1.6,top10,1.9,top10,1.4,top10,1.5,top10
2059,2020,PSYC,326,PSYC326,Discourse and Social Psychology,15,27,109,False,1.8,top10,1.7,top10,1.5,top10,2,top10,2.9,top10,1.7,top10,2,top10,1.6,top10,1.9,top10
2060,2020,PSYC,331,PSYC331,Perception and Attention,15,16,58,False,1.2,top10,1.2,top10,2.1,top10,3.1,top10,2.9,top10,1.8,top10,2.2,top10,1.8,top10,2.1,top10
2061,2020,PSYC,332,PSYC332,Behaviour Analysis,15,33,150,False,1.5,top10,1.5,top10,1.4,top10,1.9,top10,2.6,top10,1.6,top10,2.1,top10,1.6,top10,2,top10
2062,2020,PSYC,333,PSYC333,Applied Social Psychology,15,38,220,True,1.6,top10,1.8,top10,1.8,top10,2.1,top10,3,top10,1.6,top10,1.4,top10,1.4,top10,1.6,top10
2063,2020,PSYC,335,PSYC335,"Psychology, Crime and Law",15,55,260,False,1.8,top10,1.8,top10,2.1,top10,2.7,top10,2.9,top10,1.9,top10,2.2,top10,1.9,top10,2.2,top10
2064,2020,PSYC,338,PSYC338,Culture in Psychology,15,34,111,False,1.7,top10,1.7,top10,1.6,top10,1.7,top10,2.8,top10,1.6,top10,1.5,top10,1.3,top10,1.9,top10
2065,2020,PUBL,113,PUBL113,Social and Public Policy: Values and Change,20,52,113,False,1.8,top10,1.7,top10,1.7,top10,2,top10,2.9,top10,1.9,top10,2.4,top10,1.8,top10,2.3,top10
2066,2020,PUBL,201,PUBL201,Introduction to Public Policy,20,45,157,False,1.2,top10,1.3,top10,1.3,top10,1.3,top10,2.9,top10,1.3,top10,1.2,top10,1.2,top10,1.2,top10
2067,2020,PUBL,203,PUBL203,Introduction to Public Economics,20,5,32,True,1,top10,1,top10,1.1,top10,1.1,top10,2.7,top10,1.7,top10,1.8,top10,1.1,top10,1.3,top10
2068,2020,PUBL,209,PUBL209,Introduction to Public Economics,15,7,22,True,1.2,top10,1.2,top10,1.6,top10,2,top10,2.9,top10,1.8,top10,1.4,top10,1.7,top10,1.4,top10
2069,2020,PUBL,210,PUBL210,Policy Analysis Methods and Practice,20,35,114,False,2.2,top10,2,top10,2.3,top10,2.7,top10,2.8,top10,2,top10,3.3,top10,1.9,top10,2.4,top10
2070,2020,PUBL,211,PUBL211,Public Management,20,8,36,True,1.1,top10,1.2,top10,1.3,top10,1.2,top10,2.9,top10,1.8,top10,2,top10,1.3,top10,1.8,top10
2071,2020,PUBL,303,PUBL303,Economic Policy,20,8,27,True,1.2,top10,1.3,top10,1.2,top10,1.5,top10,2.9,top10,1.5,top10,1.2,top10,1.5,top10,1.5,top10
2072,2020,PUBL,304,PUBL304,Cabinet Government / Te Rūnanga o Te Kāwanatanga,20,22,89,False,1.3,top10,1.2,top10,1.8,top10,1.8,top10,3,top10,1.5,top10,1.7,top10,1.2,top10,1.5,top10
2073,2020,PUBL,307,PUBL307,Environmental Policy and Governance,20,24,70,False,2.4,top10,2,top10,2,top10,2.2,top10,2.6,top10,2,top10,2.9,top10,2,top10,3.1,top10
2074,2020,PUBL,310,PUBL310,Complexity and Collaboration in Public Policy,20,5,56,True,1.3,top10,1.3,top10,1.3,top10,2,top10,2.9,top10,1.3,top10,2,top10,1.7,top10,1.7,top10
2075,2020,PUBL,311,PUBL311,Critical Thinking in Policy and Management,20,16,33,False,1.2,top10,1.1,top10,1.2,top10,1.3,top10,3,top10,1.3,top10,1.4,top10,1.4,top10,1.2,top10
2076,2020,QUAN,102,QUAN102,Introductory Applied Statistics for Business,15,89,558,True,1.3,top10,1.4,top10,1.5,top10,2,top10,2.9,top10,1.7,top10,2.5,top10,1.8,top10,1.7,top10
2077,2020,QUAN,111,QUAN111,Mathematics for Economics and Finance,15,61,362,True,1.5,top10,1.4,top10,1.5,top10,2,top10,2.9,top10,1.8,top10,2.2,top10,1.9,top10,1.8,top10
2078,2020,QUAN,201,QUAN201,Introduction to Econometrics,15,55,264,False,1.8,top10,1.6,top10,1.8,top10,2.3,top10,2.7,top10,2.1,top10,2.6,top10,2,top10,2.4,top10
2079,2020,QUAN,203,QUAN203,Mathematical Statistics for Economics and Finance,15,24,90,False,1.9,top10,1.5,top10,1.9,top10,2.1,top10,2.7,top10,2,top10,2.3,top10,2.2,top10,2.2,top10
2080,2020,RELI,108,RELI108,The World's Religions,20,40,106,False,1.4,top10,1.3,top10,1.7,top10,2.1,top10,2.9,top10,1.6,top10,1.6,top10,1.6,top10,1.7,top10
2081,2020,RELI,113,RELI113,How to Think About Religion,20,41,92,False,1.2,top10,1.1,top10,1.4,top10,1.4,top10,3,top10,1.3,top10,1.3,top10,1.3,top10,1.3,top10
2082,2020,RELI,114,RELI114,Religious Troublemakers,20,25,138,True,1,top10,1.1,top10,1.5,top10,1.5,top10,2.9,top10,1.3,top10,1.2,top10,1.5,top10,1.2,top10
2083,2020,RELI,226,RELI226,Psychology of Religion,20,29,129,False,1.1,top10,1.1,top10,1.1,top10,1.7,top10,2.9,top10,1.1,top10,1.2,top10,1.2,top10,1.2,top10
2084,2020,RELI,229,RELI229,Confronting Death,20,24,47,False,1.2,top10,1.3,top10,1.4,top10,1.3,top10,3,top10,1.2,top10,1.1,top10,1.2,top10,1.3,top10
2085,2020,RELI,232,RELI232,Violence and Peacemaking,20,14,37,False,1.1,top10,1.1,top10,1.8,top10,1.5,top10,3,top10,1.5,top10,1.3,top10,1.2,top10,1.1,top10
2086,2020,RELI,234,RELI234,Transforming the World,20,4,17,True,1,top10,1.5,top10,1.2,top10,1.2,top10,2.8,top10,1,top10,1.5,top10,1,top10,1,top10
2087,2020,RELI,235,RELI235,Asian Spiritualities,20,11,25,False,1.8,top10,1.4,top10,2.1,top10,1.8,top10,3,top10,2.1,top10,2.1,top10,2.1,top10,2.2,top10
2088,2020,RELI,335,RELI335,Arguing About Religion,20,13,40,False,1.2,top10,1,top10,1.3,top10,1.2,top10,3,top10,1.2,top10,1.2,top10,1.2,top10,1.2,top10
2089,2020,RELI,342,RELI342,Religions in Practice,20,10,25,False,1.2,top10,1.1,top10,1.1,top10,2,top10,3,top10,1.2,top10,1.2,top10,1.1,top10,1.1,top10
2090,2020,RELI,343,RELI343,"God, Gods, Godlessness",20,7,19,True,1.4,top10,1.4,top10,1.2,top10,1.2,top10,2.8,top10,1.7,top10,1.2,top10,1.2,top10,1.8,top10
2091,2020,RESE,212,RESE212,Renewable Energy Conversion and Storage,15,1,7,True,2,top10,1,top10,1,top10,4,top10,3,top10,1,top10,1,top10,1,top10,1,top10
2092,2020,RESE,411,RESE411,Power Systems Analysis,15,6,9,True,2.5,top10,2,top10,1.3,top10,1.3,top10,2.5,top10,1.8,top10,1.3,top10,1.3,top10,1.5,top10
2093,2020,RESE,412,RESE412,Advanced Development of RE Systems,15,4,19,True,2,top10,2,top10,1.8,top10,2.2,top10,2.5,top10,1.5,top10,1.2,top10,1.2,top10,2,top10
2094,2020,SACS,201,SACS201,Methods in Social and Cultural Research,20,17,66,False,1.2,top10,1.6,top10,1.7,top10,2.6,top10,3,top10,1.4,top10,1.6,top10,1.4,top10,1.4,top10
2095,2020,SARC,121,SARC121,Introduction to Built Environment Technology / He Tīmatanga Kōrero mō Ngā Whare Hangahanga,15,144,287,False,2.3,top10,2.3,top10,2.1,top10,2.7,top10,2.9,top10,2,top10,3.2,top10,2,top10,2.8,top10
2096,2020,SARC,131,SARC131,Introduction to Sustainability in the Designed Environment / He Tīmatanga Kōrero mō Te Whakaora i Te Taiao Hangahanga,15,96,286,False,1.8,top10,1.8,top10,2,top10,2,top10,2.8,top10,1.8,top10,2.5,top10,1.7,top10,2.2,top10
2097,2020,SARC,151,SARC151,Introduction to Design History and Theory / He Tīmatanga Kōrero mō Ngā Kōrero Tuku Iho i te ao Whakarākei,15,104,285,False,1.3,top10,1.3,top10,1.4,top10,2,top10,2.9,top10,1.5,top10,1.9,top10,1.5,top10,1.6,top10
2098,2020,SARC,162,SARC162,Design Communication / Te Whakarākei me te Mahi Ngātahi,15,148,284,False,1.4,top10,1.4,top10,1.5,top10,1.5,top10,2.9,top10,1.6,top10,2,top10,1.6,top10,1.7,top10
2099,2020,SARC,261,SARC261,Communication / Ngā Kaupapa Hangarau,15,15,56,False,1.3,top10,1.1,top10,1.3,top10,1.3,top10,3,top10,1.3,top10,1.2,top10,1.3,top10,1.4,top10
2100,2020,SARC,312,SARC312,"Furniture Design, Construction and Technologies / Ngā Tikanga me ngā Tukanga Waihanga Taputapu Whare",15,10,15,False,1.3,top10,1.3,top10,1.5,top10,1.3,top10,2.9,top10,1.5,top10,1.5,top10,1.5,top10,1.3,top10
2101,2020,SARC,321,SARC321,Construction / Te Mahi Waihanga,15,44,191,False,1.5,top10,1.5,top10,1.5,top10,1.8,top10,2.9,top10,1.7,top10,1.9,top10,1.5,top10,1.6,top10
2102,2020,SARC,354,SARC354,Heritage Conservation / Ngā Mahi Tiaki i ngā Whare Whakaniko,15,3,8,True,1.3,top10,1,top10,1.3,top10,1.3,top10,3,top10,1.3,top10,1,top10,1.8,top10,1.8,top10
2103,2020,SARC,362,SARC362,Introduction to Practice and Management / He Tīmatanga Kōrero mō Te Mahi me Te Whakahaere,15,41,219,True,2,top10,2.1,top10,2,top10,2.7,top10,2.9,top10,2,top10,2.8,top10,1.9,top10,2.3,top10
2104,2020,SCIS,101,SCIS101,"Your Body, Your Data, Your World: Science in Everyday Life",15,20,105,True,1.3,top10,1.4,top10,1.6,top10,1.4,top10,2.7,top10,1.6,top10,2.1,top10,1.8,top10,2,top10
2105,2020,SCIS,211,SCIS211,"Contemporary Issues in Science, Environment and Technology",15,39,157,False,1.3,top10,1.2,top10,1.5,top10,1.5,top10,2.8,top10,1.3,top10,1.3,top10,1.3,top10,1.3,top10
2106,2020,SCIS,212,SCIS212,"Energy, Society and the Future",15,5,45,True,1.3,top10,1.3,top10,1.1,top10,1.3,top10,3,top10,1.3,top10,1.3,top10,1.1,top10,1.1,top10
2107,2020,SCIS,301,SCIS301,"Special Topic: Mātauranga in Society: Engaging with Te Ao Māori for Science, Conservation and Environmental Management",15,8,37,True,1,top10,1.2,top10,2,top10,2,top10,2.8,top10,1.8,top10,2.7,top10,1.8,top10,2,top10
2108,2020,SCIS,311,SCIS311,Science Communication,15,4,18,True,1,top10,1,top10,1.2,top10,1.2,top10,2.8,top10,1,top10,1.2,top10,1.2,top10,1.2,top10
2109,2020,SCIS,313,SCIS313,Beyond the Ice: A Journey into Antarctic Science and Culture,15,16,94,True,1.1,top10,1.2,top10,1.4,top10,1.7,top10,2.9,top10,1.5,top10,1.8,top10,1.8,top10,1.7,top10
2110,2020,SIDN,233,SIDN233,Accessible Design / Tā te Hoahoa Titiro I,15,13,51,False,1.6,top10,1.3,top10,1.8,top10,1.3,top10,3,top10,2,top10,2.6,top10,1.9,top10,2,top10
2111,2020,SIDN,272,SIDN272,Design Toolkits for Co-Design Practice / Hoahoa Mahi Ngātahi I,15,11,43,False,1.1,top10,1.1,top10,1.1,top10,1.4,top10,2.9,top10,1.1,top10,1.3,top10,1.2,top10,1.2,top10
2112,2020,SIDN,321,SIDN321,Design Justice / Hoahoa o Te Nāianei,15,7,26,True,1,top10,1.1,top10,1.7,top10,1.3,top10,2.9,top10,1.4,top10,1.4,top10,1.4,top10,1.8,top10
2113,2020,SIDN,372,SIDN372,Service Design / Hoahoa ā-Ratonga,15,17,33,False,2.4,top10,3.6,top10,2.2,top10,2.8,top10,3,top10,1.9,top10,2.8,top10,2.4,top10,3.3,top10
2114,2020,SIDN,390,SIDN390,Design for Social Innovation Capstone / Whakatinana ā-Wheako,30,8,32,True,2,top10,1.5,top10,1.3,top10,1.5,top10,2.9,top10,1.3,top10,1.3,top10,1.1,top10,1.8,top10
2115,2020,SOSC,111,SOSC111,Sociology: Foundations and Concepts,20,34,266,True,1.4,top10,1.4,top10,1.5,top10,1.6,top10,2.9,top10,1.5,top10,1.8,top10,1.5,top10,1.7,top10
2116,2020,SOSC,218,SOSC218,Special Topic: The Climate Crisis and Social Transformation,20,7,32,True,1,top10,1.2,top10,1.1,top10,1.7,top10,3,top10,1,top10,1,top10,1,top10,1,top10
2117,2020,SOSC,304,SOSC304,Interpreting Society,20,10,40,False,1.1,top10,1.1,top10,1.1,top10,1.1,top10,2.9,top10,1.2,top10,1.3,top10,1.3,top10,1.3,top10
2118,2020,SOSC,307,SOSC307,"Special Topic: Belief: Truth, Values, and Power in the Sociology of Knowledge",20,12,38,False,1.1,top10,1,top10,1,top10,1.1,top10,3,top10,1,top10,1.2,top10,1,top10,1,top10
2119,2020,SOSC,318,SOSC318,Social Movements and the State,20,14,59,False,1.2,top10,1.1,top10,1.2,top10,1,top10,3,top10,1.2,top10,1.2,top10,1.4,top10,1.2,top10
2120,2020,SPAN,101,SPAN101,Introduction to the Spanish Language,20,20,76,False,1.1,top10,1,top10,1.1,top10,1.4,top10,2.9,top10,1.2,top10,1.2,top10,1.1,top10,1.2,top10
2121,2020,SPAN,102,SPAN102,Elementary Spanish,20,14,31,False,1,top10,1,top10,1.1,top10,1.1,top10,2.9,top10,1.1,top10,1.1,top10,1,top10,1.1,top10
2122,2020,SPAN,201,SPAN201,Spanish Language 2A,20,15,59,False,1.6,top10,1.3,top10,1.6,top10,1.3,top10,3,top10,1.7,top10,2,top10,1.4,top10,2,top10
2123,2020,SPAN,202,SPAN202,Spanish Language 2B,20,10,45,False,1.3,top10,1.1,top10,1.7,top10,1.8,top10,2.8,top10,1.7,top10,1.8,top10,1.5,top10,1.5,top10
2124,2020,SPAN,302,SPAN302,Spanish Language 3B,20,13,36,False,1,top10,1,top10,1,top10,1.1,top10,2.9,top10,1.2,top10,1.1,top10,1,top10,1.2,top10
2125,2020,SPAN,314,SPAN314,Topic in Hispanic Studies: National Identities and Cultures in the Hispanic World,20,9,31,True,1.1,top10,1.1,top10,1.4,top10,1.6,top10,2.6,top10,1.1,top10,1.4,top10,1.6,top10,1.6,top10
2126,2020,STAT,193,STAT193,Statistics in Practice,15,266,1328,False,1.3,top10,1.2,top10,1.3,top10,2,top10,2.9,top10,1.5,top10,2.5,top10,1.6,top10,1.7,top10
2127,2020,STAT,292,STAT292,Applied Statistics,15,55,245,False,2.3,top10,2,top10,1.8,top10,2.7,top10,2.8,top10,2.1,top10,3.2,top10,2.1,top10,3,top10
2128,2020,STAT,293,STAT293,Applied Statistical Modelling,15,21,81,False,1.2,top10,1.2,top10,1.1,top10,1.5,top10,2.8,top10,1.5,top10,1.5,top10,1.5,top10,1.7,top10
2129,2020,STAT,332,STAT332,Statistical Inference,15,1,6,True,1,top10,1,top10,1,top10,1,top10,3,top10,1,top10,1,top10,1,top10,1,top10
2130,2020,STAT,335,STAT335,Statistical Models for Actuarial Science,15,11,26,False,1.9,top10,1.6,top10,1.6,top10,1.8,top10,2.9,top10,2.3,top10,2.3,top10,1.8,top10,2.6,top10
2131,2020,STAT,391,STAT391,Mathematical Methods for Applied Statistics,15,19,49,False,1.8,top10,1.7,top10,1.5,top10,2.3,top10,2.9,top10,1.8,top10,1.9,top10,1.4,top10,1.9,top10
2132,2020,STAT,392,STAT392,Sample Surveys,15,16,47,False,1.1,top10,1.2,top10,1.3,top10,1.3,top10,2.7,top10,1.3,top10,1.2,top10,1.2,top10,1.2,top10
2133,2020,STAT,393,STAT393,Linear Models,15,19,47,False,1.7,top10,1.3,top10,1.7,top10,1.8,top10,3,top10,1.8,top10,2,top10,1.8,top10,1.8,top10
2134,2020,SWEN,221,SWEN221,Software Development,15,39,277,True,1.9,top10,1.8,top10,1.5,top10,2.1,top10,2.5,top10,1.8,top10,2,top10,1.6,top10,2.3,top10
2135,2020,SWEN,225,SWEN225,Software Design,15,25,221,True,1.5,top10,1.7,top10,1.8,top10,1.8,top10,3,top10,2,top10,2.1,top10,1.8,top10,2,top10
2136,2020,SWEN,301,SWEN301,Scalable Software Development,15,15,104,True,1.9,top10,1.9,top10,1.3,top10,3.1,top10,2.8,top10,1.9,top10,2.1,top10,1.8,top10,2.3,top10
2137,2020,SWEN,303,SWEN303,User Experience Engineering,15,22,117,True,1.2,top10,1.4,top10,1.3,top10,1.9,top10,3,top10,1.5,top10,1.4,top10,1.5,top10,1.2,top10
2138,2020,SWEN,304,SWEN304,Database System Engineering,15,14,72,True,2,top10,2,top10,1.5,top10,2,top10,2.7,top10,1.6,top10,2.3,top10,1.7,top10,2.6,top10
2139,2020,SWEN,324,SWEN324,Software Correctness,15,19,89,False,2.2,top10,1.7,top10,1.6,top10,1.8,top10,2.9,top10,1.8,top10,1.5,top10,1.7,top10,2,top10
2140,2020,SWEN,325,SWEN325,Software Development for Mobile Platforms,15,18,106,True,2.7,top10,2.5,top10,1.7,top10,3,top10,1.8,top10,2,top10,2.9,top10,2.4,top10,3.3,top10
2141,2020,SWEN,326,SWEN326,Safety-Critical Systems,15,11,71,True,1.3,top10,1.1,top10,1.4,top10,2,top10,2.8,top10,1.4,top10,2,top10,1.6,top10,1.4,top10
2142,2020,SWEN,422,SWEN422,Human Computer Interaction,15,11,51,False,1.4,top10,1.3,top10,1.4,top10,2,top10,2.6,top10,1.3,top10,1.7,top10,1.6,top10,1.7,top10
2143,2020,SWEN,424,SWEN424,Model-Driven Development,15,3,12,True,1.3,top10,1.3,top10,1.3,top10,1.3,top10,2.8,top10,1,top10,1,top10,1,top10,1.8,top10
2144,2020,SWEN,430,SWEN430,Compiler Engineering,15,2,27,True,1.5,top10,2,top10,1,top10,2.5,top10,1.5,top10,1,top10,1,top10,1,top10,1.5,top10
2145,2020,SWEN,432,SWEN432,Advanced Database Design and Implementation,15,28,48,False,1.2,top10,1.2,top10,1.1,top10,1.4,top10,2.8,top10,1.2,top10,1.4,top10,1.3,top10,1.3,top10
